competition,year,match_id,date,time,stage,group,team_a,team_b,score_a,score_b,score_status,stadium,city,country,source,source_file,team_a_key,team_b_key,actual_result,is_group_stage,is_knockout_placeholder,odds_match_id,odds_source,odds_aggregate_method,n_bookmakers,odds_team_a,odds_draw,odds_team_b,odds_overround,market_p_a,market_p_d,market_p_b,market_pred_result,external_overall_a,fifa_rank_a,fifa_points_a,fifa_overall_a,elo_external_rank_a,elo_external_rating_a,elo_external_overall_a,external_overall_b,fifa_rank_b,fifa_points_b,fifa_overall_b,elo_external_rank_b,elo_external_rating_b,elo_external_overall_b,elo_pre_a,elo_pre_b,elo_join_direction,external_overall_diff,fifa_rank_diff,fifa_points_diff,elo_external_rating_diff,elo_pre_diff,model_elo_diff,neutral,recent_matches_a,recent_points_per_match_a,recent_goals_for_a,recent_goals_against_a,recent_matches_b,recent_points_per_match_b,recent_goals_for_b,recent_goals_against_b,recent_points_per_match_diff,recent_goals_for_diff,recent_goals_against_diff
FIFA World Cup,2022,WC2022_012,2022-11-29,22:00:00,Group B,Group B,Iran,USA,0,1,final,Al Thumama Stadium,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,iran,usa,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,4.03,3.45,1.93,1.0561287453060522,0.23495142890412452,0.27445050970539764,0.49059806139047774,B,92.55202676111767,20,1619.58,93.66190476190476,30,1772,91.44214876033058,93.33915781188507,17,1671.23,94.5047619047619,27,1780,92.17355371900828,1805.6510073169827,1793.3850213673704,direct,-0.7871310507673996,3,-51.65000000000009,-8,12.265985949612286,12.265985949612286,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_017,2022-11-30,22:00:00,Group C,Group C,Poland,Argentina,0,2,final,Stadium 974,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,poland,argentina,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,8.15,4.44,1.41,1.057144469884321,0.11606681016502311,0.21305056370381492,0.670882626131162,B,88.59779614325069,36,1526.18,89.16666666666667,45,1710,88.02892561983471,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,1763.5345009503285,1947.1227782599144,direct,-10.280303030303031,35,-351.0899999999999,-405,-183.58827730958592,-183.58827730958592,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_018,2022-11-30,22:00:00,Group C,Group C,Saudi Arabia,Mexico,1,2,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,saudi arabia,mexico,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,5.4,4.13,1.6,1.052315935790512,0.17597869507323569,0.23009320905459388,0.5939280958721704,B,82.28217237308147,61,1423.88,82.14285714285714,69,1576,82.42148760330579,95.34529712711532,14,1687.48,95.34761904761903,16,1881,95.34297520661156,1673.623002363697,1769.7929151879366,direct,-13.06312475403385,47,-263.5999999999999,-305,-96.16991282423965,-96.16991282423965,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_023,2022-11-30,18:00:00,Group D,Group D,Australia,Denmark,1,0,final,Al Janoub Stadium,Al Wakrah,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,australia,denmark,A,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,7.65,4.66,1.4,1.0595969432121919,0.1233666773821455,0.20252254977970235,0.6741107728381521,B,92.66580086580086,27,1579.34,91.6952380952381,23,1839,93.63636363636364,94.1181621408894,21,1619.47,93.38095238095238,17,1869,94.85537190082644,1746.763832475301,1816.4851854183232,direct,-1.4523612750885349,6,-40.13000000000011,-30,-69.72135294302234,-69.72135294302234,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_024,2022-11-30,NA,Group D,Group D,Tunisia,France,1,0,final,Education City Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,tunisia,france,A,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,5.84,3.81,1.61,1.0548180807357388,0.16233403639885782,0.24882697442764556,0.5888389891734966,B,84.77359307359308,45,1476.41,86.63809523809525,67,1585,82.9090909090909,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,1698.4697058961722,1926.9160529195303,direct,-13.701652892561981,42,-394.28999999999996,-478,-228.44634702335816,-228.44634702335816,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_029,2022-12-01,22:00:00,Group E,Group E,Japan,Spain,2,1,final,Khalifa International Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,japan,spain,A,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,6.98,4.35,1.46,1.0580830399652785,0.13540192048574987,0.21726561034265154,0.6473324691715986,B,95.27099567099566,18,1661.58,94.22380952380952,12,1910,96.3181818181818,98.8595238095238,2,1874.71,98.7190476190476,1,2157,99,1790.6514090224612,1928.0569973077577,direct,-3.588528138528133,16,-213.1300000000001,-247,-137.40558828529652,-137.40558828529652,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_030,2022-12-01,NA,Group E,Group E,Costa Rica,Germany,2,4,final,Al Bayt Stadium,Al Khor,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,costa rica,germany,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,24.4,10.6,1.09,1.052754421859437,0.0389298830823141,0.0896121836989117,0.8714579332187742,B,84.25928768201496,53,1456.03,84.39047619047619,62,1608,84.12809917355372,96.76050767414404,10,1735.77,96.47142857142858,9,1939,97.04958677685951,1706.6025933623894,1862.8704968711177,direct,-12.50121999212908,43,-279.74,-331,-156.2679035087283,-156.2679035087283,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_035,2022-12-01,18:00:00,Group F,Group F,Croatia,Belgium,0,0,final,Ahmad bin Ali Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,croatia,belgium,D,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,2.97,3.34,2.38,1.0562696015320179,0.3187636340305402,0.2834514949313487,0.3977848710381111,B,96.37622983077527,11,1714.87,96.1904761904762,11,1912,96.56198347107438,96.4133805588351,9,1742.24,96.75238095238096,13,1894,96.07438016528926,1818.5551128147235,1880.9711995513385,direct,-0.037150728059828,2,-27.37000000000012,18,-62.41608673661494,-62.41608673661494,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_036,2022-12-01,18:00:00,Group F,Group F,Canada,Morocco,1,2,final,Al Thumama Stadium,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,canada,morocco,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,4.71,3.41,1.82,1.0550199064684374,0.20124191377940628,0.277961704956306,0.5207963812642876,B,90.9034632034632,30,1559.48,90.85238095238095,33,1767,90.95454545454544,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,1692.1110885478824,1763.892396892419,direct,-4.69376229830776,23,-195.6199999999999,-73,-71.78130834453646,-71.78130834453646,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_041,2022-12-02,22:00:00,Group G,Group G,Serbia,Switzerland,2,3,final,Stadium 974,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,serbia,switzerland,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,2.51,3.31,2.81,1.056393064248366,0.37713838530875066,0.28598711393503445,0.336874500756215,A,88.5896694214876,43,1502.13,87.2,38,1734,89.97933884297521,94.27721369539552,19,1650.06,93.94285714285716,19,1865,94.61157024793388,1759.4382175708752,1796.069660322973,direct,-5.687544273907918,24,-147.92999999999984,-131,-36.63144275209788,-36.63144275209788,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_042,2022-12-02,22:00:00,Group G,Group G,Cameroon,Brazil,1,0,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,cameroon,brazil,A,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,8.95,5.19,1.33,1.0562897701838474,0.10577764428786625,0.18241038851183097,0.7118119672003029,B,85.64547422274694,44,1481.24,86.91904761904762,61,1614,84.37190082644628,97.56621408894136,6,1765.86,97.5952380952381,7,1978,97.53719008264464,1659.616432839822,2021.8113554704864,direct,-11.920739866194424,38,-284.6199999999999,-364,-362.19492263066445,-362.19492263066445,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_047,2022-12-02,18:00:00,Group H,Group H,Ghana,Uruguay,0,2,final,Al Janoub Stadium,Al Wakrah,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,ghana,uruguay,B,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,4.53,3.74,1.77,1.0531019824331942,0.20961934889376535,0.2538972327510045,0.53648341835523,B,79.13364817001181,73,1346.88,78.77142857142857,81,1510,79.49586776859505,95.30814639905547,16,1673.07,94.78571428571428,14,1892,95.8305785123967,1646.917191846146,1816.7286727971025,direct,-16.174498229043664,57,-326.1899999999998,-382,-169.8114809509566,-169.8114809509566,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_048,2022-12-02,NA,Group H,Group H,South Korea,Portugal,2,1,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022.txt,south korea,portugal,A,TRUE,FALSE,NA,football-data.co.uk,football_data_market_average,1,4.25,3.73,1.82,1.0528411818429166,0.22348491083450475,0.25464098419481107,0.5218741049706841,B,92.5810507674144,25,1591.63,92.25714285714284,26,1786,92.90495867768595,97.95049193231011,5,1767.85,97.87619047619047,5,1989,98.02479338842976,1784.5506610519287,1891.7663116553929,direct,-5.3694411648957185,20,-176.2199999999998,-203,-107.21565060346416,-107.21565060346416,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_001,2022-12-03,18:00:00,Round of 16,NA,Netherlands,USA,3,1,final,Khalifa International Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,netherlands,usa,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.9,3.32,4.36,1.0568784069159303,0.49799086255298064,0.2849947707381516,0.2170143667088677,A,97.1633608815427,8,1753.57,97.03333333333332,8,1944,97.29338842975208,93.33915781188507,17,1671.23,94.5047619047619,27,1780,92.17355371900828,1899.1491988668015,1803.737918218029,direct,3.824203069657628,-9,82.33999999999992,164,95.41128064877239,95.41128064877239,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_002,2022-12-03,22:00:00,Round of 16,NA,Argentina,Australia,2,1,final,Ahmad bin Ali Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,argentina,australia,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.27,5.92,10.23,1.0540722043770048,0.7470091437128187,0.16025365076271617,0.09273720552446528,A,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,92.66580086580086,27,1579.34,91.6952380952381,23,1839,93.63636363636364,1952.281134308697,1758.7440640215457,direct,6.21229830775286,-26,297.93000000000006,276,193.5370702871512,193.5370702871512,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_003,2022-12-04,18:00:00,Round of 16,NA,France,Poland,3,1,final,Al Thumama Stadium,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,france,poland,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.38,4.79,8.41,1.052312012592077,0.688614852333081,0.1983900827180901,0.11299506494882897,A,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,88.59779614325069,36,1526.18,89.16666666666667,45,1710,88.02892561983471,1911.1489371361815,1758.3761449015462,direct,9.877449822904367,-33,344.52,353,152.7727922346353,152.7727922346353,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_004,2022-12-04,22:00:00,Round of 16,NA,England,Senegal,3,0,final,Al Bayt Stadium,Al Khor,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,england,senegal,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.59,3.64,6.53,1.056795449150039,0.5951301343281713,0.2599606905444484,0.14490917512738014,A,98.2128689492326,4,1828.02,98.15714285714286,4,2024,98.26859504132231,94.717217630854,15,1684.07,95.06666666666666,20,1860,94.36776859504133,1893.6963069716353,1736.7572763956694,direct,3.4956513183786058,-11,143.95000000000005,164,156.93903057596594,156.93903057596594,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_005,2022-12-05,18:00:00,Round of 16,NA,Japan,Croatia,1,1,final,Al Janoub Stadium,Al Wakrah,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,japan,croatia,D,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,3.81,3.2,2.08,1.0557364223702805,0.24861053009024087,0.29600191238869306,0.45538755752106613,B,95.27099567099566,18,1661.58,94.22380952380952,12,1910,96.3181818181818,96.37622983077527,11,1714.87,96.1904761904762,11,1912,96.56198347107438,1804.4122010673648,1820.3325123168431,direct,-1.105234159779613,7,-53.289999999999964,-2,-15.920311249478345,-15.920311249478345,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_006,2022-12-05,22:00:00,Round of 16,NA,Brazil,South Korea,4,1,final,Stadium 974,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,brazil,south korea,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.21,6.39,14.22,1.0532642917284485,0.7846523303619307,0.14858048822189926,0.06676718141616991,A,97.56621408894136,6,1765.86,97.5952380952381,7,1978,97.53719008264464,92.5810507674144,25,1591.63,92.25714285714284,26,1786,92.90495867768595,2004.0226973094464,1797.5422124851536,direct,4.985163321526969,-19,174.2299999999998,192,206.48048482429272,206.48048482429272,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_007,2022-12-06,18:00:00,Round of 16,NA,Morocco,Spain,0,0,final,Education City Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,morocco,spain,D,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,6.04,3.72,1.61,1.0554981306307203,0.15685760978880323,0.25468278578612136,0.5884596044250754,B,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,98.8595238095238,2,1874.71,98.7190476190476,1,2157,99,1771.8552674932148,1914.296205262854,direct,-3.262298307752829,5,-119.61000000000013,-317,-142.44093776963928,-142.44093776963928,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_008,2022-12-06,22:00:00,Round of 16,NA,Portugal,Switzerland,6,1,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,portugal,switzerland,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.91,3.54,4.04,1.053570837605546,0.4969387826014441,0.26812233750529896,0.23493887989325699,A,97.95049193231011,5,1767.85,97.87619047619047,5,1989,98.02479338842976,94.27721369539552,19,1650.06,93.94285714285716,19,1865,94.61157024793388,1878.7747602221675,1805.019212124788,direct,3.673278236914598,-14,117.78999999999996,124,73.75554809737946,73.75554809737946,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_009,2022-12-09,18:00:00,Quarter-finals,NA,Croatia,Brazil,1,1,final,Education City Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,croatia,brazil,D,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,8.53,4.57,1.39,1.0554761354312059,0.11107147790477889,0.20731722243495926,0.6816112996602618,B,96.37622983077527,11,1714.87,96.1904761904762,11,1912,96.56198347107438,97.56621408894136,6,1765.86,97.5952380952381,7,1978,97.53719008264464,1819.8746093642624,2008.692895638788,direct,-1.189984258166092,5,-50.99000000000001,-66,-188.8182862745257,-188.8182862745257,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_010,2022-12-09,22:00:00,Quarter-finals,NA,Netherlands,Argentina,2,2,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,netherlands,argentina,D,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,3.57,3.06,2.22,1.0573598808892926,0.2649164677804296,0.3090692124105012,0.42601431980906923,B,97.1633608815427,8,1753.57,97.03333333333332,8,1944,97.29338842975208,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,1906.4700534582416,1957.223321734588,direct,-1.7147382920110203,7,-123.70000000000005,-171,-50.75326827634626,-50.75326827634626,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_011,2022-12-10,18:00:00,Quarter-finals,NA,Morocco,Portugal,1,0,final,Al Thumama Stadium,Doha,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,morocco,portugal,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,6.17,3.79,1.58,1.0588381894441024,0.1530682930694689,0.24919033462760504,0.5977413723029259,B,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,97.95049193231011,5,1767.85,97.87619047619047,5,1989,98.02479338842976,1775.7398072812964,1886.6832292971076,direct,-2.3532664305391506,2,-12.75,-149,-110.94342201581117,-110.94342201581117,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_012,2022-12-10,22:00:00,Quarter-finals,NA,England,France,1,2,final,Al Bayt Stadium,Al Khor,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,england,france,B,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,2.81,3.05,2.69,1.0554879504759238,0.3371633811267408,0.3106324921200465,0.35220412675321255,B,98.2128689492326,4,1828.02,98.15714285714286,4,2024,98.26859504132231,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,1899.4632967798511,1917.01485168397,direct,-0.2623770169224571,1,-42.680000000000064,-39,-17.551554904118802,-17.551554904118802,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_013,2022-12-13,22:00:00,Semi-finals,NA,Argentina,Croatia,3,0,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,argentina,croatia,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.98,3.07,4.45,1.0555025051969018,0.4784929477323116,0.30860457215308695,0.21290248011460156,A,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,96.37622983077527,11,1714.87,96.1904761904762,11,1912,96.56198347107438,1955.772828088424,1824.830655717563,direct,2.5018693427784484,-10,162.4000000000001,203,130.94217237086082,130.94217237086082,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_014,2022-12-14,22:00:00,Semi-finals,NA,France,Morocco,2,0,final,Al Bayt Stadium,Al Khor,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,france,morocco,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,1.58,3.82,6.25,1.054691497117105,0.6000914903884823,0.24820538084130944,0.15170312877020833,A,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,1926.5101066241264,1788.8287341753733,direct,2.878020464384093,-4,115.60000000000014,223,137.6813724487531,137.6813724487531,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_015,2022-12-17,18:00:00,Match for third place,NA,Croatia,Morocco,2,1,final,Khalifa International Stadium,Al Rayyan,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,croatia,morocco,A,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,2.23,3.49,3.09,1.0585880400321965,0.4236119021899244,0.27067465383482275,0.3057134439752529,A,96.37622983077527,11,1714.87,96.1904761904762,11,1912,96.56198347107438,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,1818.430620609872,1782.5963392173226,direct,0.7790043290043087,4,-40.23000000000002,72,35.83428139254943,35.83428139254943,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2022,WC2022_016,2022-12-18,18:00:00,Final,NA,Argentina,France,3,3,final,Lusail Iconic Stadium,Lusail,Qatar,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2022_finals.txt,argentina,france,D,FALSE,FALSE,NA,football-data.co.uk,football_data_market_average,1,2.63,3.12,2.84,1.052853633451288,0.3611405467973068,0.30442296092208865,0.3344364922806045,A,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,1962.172863196115,1932.742501582177,direct,0.4028532073986639,-2,6.569999999999936,52,29.430361613937976,29.430361613937976,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_001,2026-06-11,13:00:00,Group A,Group A,Mexico,South Africa,2,0,final,NA,Mexico City,Mexico,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,mexico,south africa,A,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.34529712711532,14,1687.48,95.34761904761903,16,1881,95.34297520661156,81.08173947264856,60,1428.38,82.42380952380952,80,1511,79.7396694214876,1823.069460768502,1631.87205872183,direct,14.263557654466752,-46,259.0999999999999,370,191.1974020466721,191.1974020466721,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_002,2026-06-11,20:00:00,Group A,Group A,South Korea,Czech Republic,2,1,final,NA,Guadalajara,Mexico,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,south korea,czech republic,A,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5810507674144,25,1591.63,92.25714285714284,26,1786,92.90495867768595,88.27969303423849,40,1505.74,88.04285714285714,44,1712,88.51652892561984,1794.9428604849325,1719.4564453445769,direct,4.301357733175905,-15,85.8900000000001,74,75.48641514035558,75.48641514035558,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_007,2026-06-12,15:00:00,Group B,Group B,Canada,Bosnia & Herzegovina,1,1,final,NA,Toronto,Canada,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,canada,bosnia and herzegovina,D,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9034632034632,30,1559.48,90.85238095238095,33,1767,90.95454545454544,82.95785123966942,64,1387.22,81.3,59,1616,84.61570247933884,1760.3785026551463,1597.58618402382,direct,7.94561196379378,-34,172.26,151,162.79231863132645,162.79231863132645,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_019,2026-06-12,18:00:00,Group D,Group D,USA,Paraguay,4,1,final,NA,Los Angeles,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,usa,paraguay,A,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33915781188507,17,1671.23,94.5047619047619,27,1780,92.17355371900828,89.96772924045652,41,1505.35,87.76190476190476,27,1780,92.17355371900828,1774.5453182273488,1729.9590443452005,direct,3.3714285714285523,-24,165.8800000000001,0,44.58627388214836,44.58627388214836,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_008,2026-06-13,12:00:00,Group B,Group B,Qatar,Switzerland,1,1,final,NA,Santa Clara,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,qatar,switzerland,D,TRUE,FALSE,WC2026_008,OddsChecker,median_complete_bookmakers,5,56,15,1.03,1.0553975959315764,0.016919825216562812,0.06316734747516783,0.9199128273082694,B,80.42463597009052,56,1450.31,83.54761904761905,90,1447,77.30165289256198,94.27721369539552,19,1650.06,93.94285714285716,19,1865,94.61157024793388,1594.6066828693697,1796.8853055458276,direct,-13.852577725304997,37,-199.75,-418,-202.27862267645787,-202.27862267645787,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_013,2026-06-13,18:00:00,Group C,Group C,Brazil,Morocco,1,1,final,NA,East Rutherford,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,brazil,morocco,D,TRUE,FALSE,WC2026_013,OddsChecker,median_complete_bookmakers,8,1.6549999999999998,3.75,5.55,1.051076454097602,0.5748674179648658,0.25370815379516076,0.1714244282399735,A,97.56621408894136,6,1765.86,97.5952380952381,7,1978,97.53719008264464,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,1918.660336162879,1851.0501849963855,direct,1.9689885871704007,-1,10.759999999999991,138,67.61015116649355,67.61015116649355,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_014,2026-06-13,21:00:00,Group C,Group C,Haiti,Scotland,0,1,final,NA,Boston,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,haiti,scotland,B,TRUE,FALSE,WC2026_014,OddsChecker,median_complete_bookmakers,8,5.775,4.45,1.53,1.0514740455255986,0.16468325956026414,0.2137181626877585,0.6215985777519775,B,78.3383903974813,83,1293.1,75.96190476190476,75,1536,80.71487603305786,90.31485635576544,42,1503.34,87.48095238095237,25,1794,93.14876033057853,1584.324172101369,1699.5537810216522,direct,-11.976465958284138,41,-210.24,-258,-115.22960892028323,-115.22960892028323,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
