model,year,match_id,date,stage,group,team_a,team_b,score_a,score_b,score_status,actual_result,pred_p_a,pred_p_d,pred_p_b,pred_result,lambda_a,lambda_b,pred_score_a,pred_score_b,pred_score,pred_score_probability,observed_score_probability,odds_aggregate_method,n_bookmakers
baseline_market_1x2,2026,WC2026_030,2026-06-25,Group E,Group E,Ecuador,Germany,NA,NA,scheduled,NA,0.20403644185752243,0.2502847020118942,0.5456788561305833,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_035,2026-06-25,Group F,Group F,Japan,Sweden,NA,NA,scheduled,NA,0.4514303314980942,0.28029107149732413,0.2682785970045817,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_036,2026-06-25,Group F,Group F,Tunisia,Netherlands,NA,NA,scheduled,NA,0.14741274187239722,0.2194050111589168,0.6331822469686861,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_041,2026-06-26,Group G,Group G,Egypt,Iran,NA,NA,scheduled,NA,0.4200840168033607,0.3122624524904981,0.26765353070614123,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_042,2026-06-26,Group G,Group G,New Zealand,Belgium,NA,NA,scheduled,NA,0.0958031680365794,0.17070382668335965,0.733493005280061,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_047,2026-06-26,Group H,Group H,Cape Verde,Saudi Arabia,NA,NA,scheduled,NA,0.3755310110450298,0.27060322854715385,0.35386576040781653,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_048,2026-06-26,Group H,Group H,Uruguay,Spain,NA,NA,scheduled,NA,0.1808425037115949,0.23867538560921156,0.5804821106791935,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_053,2026-06-26,Group I,Group I,Norway,France,NA,NA,scheduled,NA,0.22380044682202951,0.26255918342249274,0.5136403697554776,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_054,2026-06-26,Group I,Group I,Senegal,Iraq,NA,NA,scheduled,NA,0.6728971962616822,0.20934579439252335,0.1177570093457944,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_059,2026-06-27,Group J,Group J,Algeria,Austria,NA,NA,scheduled,NA,0.2661741214057508,0.30051916932907347,0.4333067092651757,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_060,2026-06-27,Group J,Group J,Jordan,Argentina,NA,NA,scheduled,NA,0.0669412110770265,0.1388410303819809,0.7942177585409925,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_065,2026-06-27,Group K,Group K,Colombia,Portugal,NA,NA,scheduled,NA,0.2708923196426838,0.28571317603650837,0.4433945043208078,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_066,2026-06-27,Group K,Group K,DR Congo,Uzbekistan,NA,NA,scheduled,NA,0.4063908234330192,0.29209340434248254,0.3015157722244981,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_071,2026-06-27,Group L,Group L,Panama,England,NA,NA,scheduled,NA,0.10311493018259936,0.17185821697099893,0.7250268528464018,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_072,2026-06-27,Group L,Group L,Croatia,Ghana,NA,NA,scheduled,NA,0.5791912384161751,0.2502106149957877,0.17059814658803707,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
