reference_date,team,country_code,confederation,rank,previous_rank,points,previous_points,matches,source,source_url,source_api_url,source_schedule_id,collection_status,collected_at
2026-06-11,Tajikistan,TJK,AFC,101,103,1224.19,1221.78,42,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Trinidad and Tobago,TRI,CONCACAF,102,102,1219.59,1222.94,43,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Mozambique,MOZ,CAF,103,101,1218.62,1224.31,53,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Madagascar,MAD,CAF,104,104,1202.69,1203.76,53,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Equatorial Guinea,EQG,CAF,105,105,1195.2,1195.2,43,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Kyrgyz Republic,KGZ,AFC,106,107,1192.16,1191.14,35,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Armenia,ARM,UEFA,107,106,1189.63,1191.42,39,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Comoros,COM,CAF,108,109,1187.91,1187.91,54,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Kenya,KEN,CAF,109,111,1185.08,1182.23,42,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Libya,LBY,CAF,110,112,1182.08,1182.08,36,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Kazakhstan,KAZ,UEFA,111,110,1180.78,1182.96,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Tanzania,TAN,CAF,112,113,1180.27,1180.27,46,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Mauritania,MTN,CAF,113,115,1176.68,1170.72,50,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Niger,NIG,CAF,114,114,1175.33,1179.66,46,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Lebanon,LBN,AFC,115,108,1172.22,1187.96,36,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,The Gambia,GAM,CAF,116,116,1159.64,1160.38,35,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Sudan,SDN,CAF,117,117,1157.22,1157.22,47,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Indonesia,IDN,AFC,118,122,1157.14,1144.88,50,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Togo,TOG,CAF,119,121,1152.76,1147.31,34,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,DPR Korea,PRK,AFC,120,118,1151.05,1151.05,17,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Namibia,NAM,CAF,121,120,1148.84,1148.84,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Sierra Leone,SLE,CAF,122,119,1147.56,1148.98,34,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Faroe Islands,FRO,UEFA,123,123,1136.59,1137.14,39,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Cyprus,CYP,UEFA,124,126,1133.25,1128.33,39,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Suriname,SUR,CONCACAF,125,125,1132.43,1132.43,27,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Azerbaijan,AZE,UEFA,126,124,1132,1136.67,38,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Estonia,EST,UEFA,127,129,1130.64,1121.1,43,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Rwanda,RWA,CAF,128,128,1126.62,1126.62,32,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Malawi,MWI,CAF,129,127,1122.05,1128.03,41,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Zimbabwe,ZIM,CAF,130,130,1119.78,1118.12,32,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Nicaragua,NCA,CONCACAF,131,131,1114.63,1115.13,35,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Guinea-Bissau,GNB,CAF,132,132,1108.38,1108.38,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Kuwait,KUW,AFC,133,134,1106.47,1105.1,50,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Congo,CGO,CAF,134,133,1105.96,1105.96,29,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Philippines,PHI,AFC,135,135,1100.95,1094.1,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Malaysia,MAS,AFC,136,138,1086.22,1086.22,47,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Latvia,LVA,UEFA,137,137,1085.66,1090.57,39,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,India,IND,AFC,138,136,1084.93,1091.03,45,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Central African Republic,CTA,CAF,139,139,1080.82,1083.57,33,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Liberia,LBR,CAF,140,140,1080.44,1079.02,36,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Turkmenistan,TKM,AFC,141,141,1078.65,1078.65,23,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Burundi,BDI,CAF,142,142,1078.01,1078.01,32,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Ethiopia,ETH,CAF,143,144,1077.52,1071.55,37,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Dominican Republic,DOM,CONCACAF,144,143,1076.5,1077.95,32,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Yemen,YEM,AFC,145,149,1065.24,1049.49,26,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Lesotho,LES,CAF,146,145,1064.29,1067.13,43,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Botswana,BOT,CAF,147,146,1063.63,1063.63,46,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Singapore,SGP,AFC,148,147,1057.95,1059.53,44,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Lithuania,LTU,UEFA,149,148,1056.85,1058.42,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Guyana,GUY,CONCACAF,150,150,1049.32,1049.32,27,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,New Caledonia,NCL,OFC,151,151,1036.95,1036.95,15,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,St Kitts and Nevis,SKN,CONCACAF,152,152,1036.33,1036.33,22,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Solomon Islands,SOL,OFC,153,153,1031.89,1031.89,28,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Puerto Rico,PUR,CONCACAF,154,156,1024.3,1026.11,26,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Fiji,FIJ,OFC,155,154,1024.17,1029.7,28,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,"Hong Kong, China",HKG,AFC,156,155,1024.16,1026.63,50,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Tahiti,TAH,OFC,157,157,1019.04,1019.04,12,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Myanmar,MYA,AFC,158,158,1010.91,1011.88,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Moldova,MDA,UEFA,159,159,1008.24,1004.16,39,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Vanuatu,VAN,OFC,160,160,1002.53,997.01,27,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Malta,MLT,UEFA,161,161,992.79,987.73,38,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Antigua and Barbuda,ATG,CONCACAF,162,162,986.58,986.58,20,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Grenada,GRN,CONCACAF,163,163,981.82,982.57,25,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Cuba,CUB,CONCACAF,164,164,981.42,981.42,26,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Eswatini,SWZ,CAF,165,165,979.01,979.01,43,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,St Lucia,LCA,CONCACAF,166,167,976.71,976.71,18,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Bermuda,BER,CONCACAF,167,166,975.05,976.87,29,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,Papua New Guinea,PNG,OFC,168,168,974.9,974.9,22,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:31-0300
2026-06-11,South Sudan,SSD,CAF,169,170,970.94,970.94,33,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,St Vincent and the Grenadines,VIN,CONCACAF,170,171,968.27,968.27,23,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Afghanistan,AFG,AFC,171,169,968.07,972.75,30,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Andorra,AND,UEFA,172,173,946.43,945.34,40,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Maldives,MDV,AFC,173,172,943.92,954.93,26,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Chinese Taipei,TPE,AFC,174,174,923.78,923.78,24,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Cambodia,CAM,AFC,175,177,922.32,911.54,31,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Montserrat,MSR,CONCACAF,176,175,916.75,916.75,18,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Nepal,NEP,AFC,177,176,914.54,914.54,33,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Mauritius,MRI,CAF,178,178,911.49,911.49,31,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Barbados,BRB,CONCACAF,179,179,909.89,909.89,24,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Belize,BLZ,CONCACAF,180,180,907,907,19,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Bangladesh,BAN,AFC,181,181,902.93,899.53,36,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Dominica,DMA,CONCACAF,182,182,897.69,897.69,20,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Chad,CHA,CAF,183,183,896.85,896.85,28,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Eritrea,ERI,CAF,184,184,887.06,887.06,2,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Laos,LAO,AFC,185,185,885.03,885.03,24,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Cook Islands,COK,OFC,186,188,877.53,877.53,8,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Sri Lanka,SRI,AFC,187,191,876.86,871.82,25,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Samoa,SAM,OFC,188,190,876.41,876.41,14,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Aruba,ARU,CONCACAF,189,189,875.61,877.3,20,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Mongolia,MNG,AFC,190,187,874.47,879.75,18,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,American Samoa,ASA,OFC,191,192,871.61,871.61,7,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Bhutan,BHU,AFC,192,186,870.81,880.55,21,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Macau,MAC,AFC,193,194,858.03,858.03,12,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Brunei Darussalam,BRU,AFC,194,193,857.73,863.09,28,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,São Tomé and Príncipe,STP,CAF,195,196,855.44,855.44,19,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Djibouti,DJI,CAF,196,197,853.58,853.58,25,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Cayman Islands,CAY,CONCACAF,197,195,850.06,855.45,19,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Pakistan,PAK,AFC,198,202,840.28,824.6,25,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Somalia,SOM,CAF,199,198,839.17,839.17,19,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Tonga,TGA,OFC,200,199,835.64,835.64,7,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Timor-Leste,TLS,AFC,201,200,831,825.64,20,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
